running_best_fitness,generation,seed,instance,best_fitness_at_generation,algorithm,instance_path
1052.0,100,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1052.0,101,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1052.0,102,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1052.0,103,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1052.0,104,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1052.0,105,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1052.0,106,2,A-n32-k5.vrp,1052.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,107,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,108,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,109,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,110,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,111,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,112,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,113,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,114,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,115,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,116,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,117,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,118,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,119,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,120,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,121,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1046.0,122,2,A-n32-k5.vrp,1046.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,123,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,124,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,125,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,126,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,127,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,128,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,129,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,130,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,131,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,132,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,133,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,134,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,135,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,136,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,137,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,138,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,139,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,140,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,141,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,142,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,143,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,144,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,145,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,146,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,147,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,148,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,149,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1040.0,150,2,A-n32-k5.vrp,1040.0,GEA,data/vrp/A-n32-k5.vrp
1037.0,151,2,A-n32-k5.vrp,1037.0,GEA,data/vrp/A-n32-k5.vrp
1037.0,152,2,A-n32-k5.vrp,1037.0,GEA,data/vrp/A-n32-k5.vrp
1037.0,153,2,A-n32-k5.vrp,1037.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,154,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,155,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,156,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,157,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,158,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,159,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,160,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,161,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,162,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,163,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,164,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,165,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,166,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,167,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,168,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,169,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,170,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,171,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,172,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,173,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,174,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,175,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,176,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,177,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,178,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,179,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,180,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,181,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,182,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,183,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,184,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,185,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,186,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,187,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,188,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,189,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,190,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,191,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,192,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,193,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,194,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,195,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,196,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,197,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,198,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,199,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,200,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,201,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,202,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,203,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,204,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,205,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,206,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,207,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,208,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,209,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,210,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,211,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,212,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,213,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,214,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,215,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,216,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,217,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,218,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,219,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,220,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,221,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,222,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,223,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,224,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,225,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,226,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,227,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,228,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,229,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1033.0,230,2,A-n32-k5.vrp,1033.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,231,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,232,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,233,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,234,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,235,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,236,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,237,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,238,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,239,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,240,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,241,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,242,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,243,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,244,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,245,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,246,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,247,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
1011.0,248,2,A-n32-k5.vrp,1011.0,GEA,data/vrp/A-n32-k5.vrp
999.0,249,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,250,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,251,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,252,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,253,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,254,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,255,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,256,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,257,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,258,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,259,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
999.0,260,2,A-n32-k5.vrp,999.0,GEA,data/vrp/A-n32-k5.vrp
996.0,261,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,262,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,263,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,264,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,265,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,266,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,267,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,268,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,269,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,270,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,271,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,272,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,273,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,274,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
996.0,275,2,A-n32-k5.vrp,996.0,GEA,data/vrp/A-n32-k5.vrp
983.0,276,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,277,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,278,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,279,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,280,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,281,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,282,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,283,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,284,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,285,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,286,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,287,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,288,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,289,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,290,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,291,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,292,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,293,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,294,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,295,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,296,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,297,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,298,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,299,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
983.0,300,2,A-n32-k5.vrp,983.0,GEA,data/vrp/A-n32-k5.vrp
1602.0,1,3,A-n32-k5.vrp,1602.0,GEA,data/vrp/A-n32-k5.vrp
1528.0,2,3,A-n32-k5.vrp,1528.0,GEA,data/vrp/A-n32-k5.vrp
1433.0,3,3,A-n32-k5.vrp,1433.0,GEA,data/vrp/A-n32-k5.vrp
1295.0,4,3,A-n32-k5.vrp,1295.0,GEA,data/vrp/A-n32-k5.vrp
1253.0,5,3,A-n32-k5.vrp,1253.0,GEA,data/vrp/A-n32-k5.vrp
1253.0,6,3,A-n32-k5.vrp,1253.0,GEA,data/vrp/A-n32-k5.vrp
1214.0,7,3,A-n32-k5.vrp,1214.0,GEA,data/vrp/A-n32-k5.vrp
1201.0,8,3,A-n32-k5.vrp,1201.0,GEA,data/vrp/A-n32-k5.vrp
1201.0,9,3,A-n32-k5.vrp,1201.0,GEA,data/vrp/A-n32-k5.vrp
1187.0,10,3,A-n32-k5.vrp,1187.0,GEA,data/vrp/A-n32-k5.vrp
1187.0,11,3,A-n32-k5.vrp,1187.0,GEA,data/vrp/A-n32-k5.vrp
1152.0,12,3,A-n32-k5.vrp,1152.0,GEA,data/vrp/A-n32-k5.vrp
1152.0,13,3,A-n32-k5.vrp,1152.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,14,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,15,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,16,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,17,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,18,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,19,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,20,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,21,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1138.0,22,3,A-n32-k5.vrp,1138.0,GEA,data/vrp/A-n32-k5.vrp
1128.0,23,3,A-n32-k5.vrp,1128.0,GEA,data/vrp/A-n32-k5.vrp
1128.0,24,3,A-n32-k5.vrp,1128.0,GEA,data/vrp/A-n32-k5.vrp
1128.0,25,3,A-n32-k5.vrp,1128.0,GEA,data/vrp/A-n32-k5.vrp
1128.0,26,3,A-n32-k5.vrp,1128.0,GEA,data/vrp/A-n32-k5.vrp
1128.0,27,3,A-n32-k5.vrp,1128.0,GEA,data/vrp/A-n32-k5.vrp
1120.0,28,3,A-n32-k5.vrp,1120.0,GEA,data/vrp/A-n32-k5.vrp
1120.0,29,3,A-n32-k5.vrp,1120.0,GEA,data/vrp/A-n32-k5.vrp
1120.0,30,3,A-n32-k5.vrp,1120.0,GEA,data/vrp/A-n32-k5.vrp
1120.0,31,3,A-n32-k5.vrp,1120.0,GEA,data/vrp/A-n32-k5.vrp
1117.0,32,3,A-n32-k5.vrp,1117.0,GEA,data/vrp/A-n32-k5.vrp
1117.0,33,3,A-n32-k5.vrp,1117.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,34,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,35,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,36,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,37,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,38,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,39,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,40,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,41,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,42,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,43,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,44,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,45,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,46,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,47,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,48,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,49,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,50,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1105.0,51,3,A-n32-k5.vrp,1105.0,GEA,data/vrp/A-n32-k5.vrp
1099.0,52,3,A-n32-k5.vrp,1099.0,GEA,data/vrp/A-n32-k5.vrp
1070.0,53,3,A-n32-k5.vrp,1070.0,GEA,data/vrp/A-n32-k5.vrp
1070.0,54,3,A-n32-k5.vrp,1070.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,55,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,56,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,57,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,58,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,59,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,60,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,61,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,62,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,63,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,64,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,65,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,66,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,67,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,68,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,69,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,70,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,71,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,72,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1047.0,73,3,A-n32-k5.vrp,1047.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,74,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,75,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,76,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,77,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,78,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,79,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,80,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,81,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,82,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,83,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,84,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,85,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1021.0,86,3,A-n32-k5.vrp,1021.0,GEA,data/vrp/A-n32-k5.vrp
1000.0,87,3,A-n32-k5.vrp,1000.0,GEA,data/vrp/A-n32-k5.vrp
1000.0,88,3,A-n32-k5.vrp,1000.0,GEA,data/vrp/A-n32-k5.vrp
1000.0,89,3,A-n32-k5.vrp,1000.0,GEA,data/vrp/A-n32-k5.vrp
1000.0,90,3,A-n32-k5.vrp,1000.0,GEA,data/vrp/A-n32-k5.vrp
1000.0,91,3,A-n32-k5.vrp,1000.0,GEA,data/vrp/A-n32-k5.vrp
1000.0,92,3,A-n32-k5.vrp,1000.0,GEA,data/vrp/A-n32-k5.vrp
