feasible,best_chromosome,final_population_best,best_fitness,species_count_json,species_count_max,history_length,species_count_mean,best_gap_percent,runtime_seconds,history_json,seed,instance,convergence_generation,algorithm,instance_path
True,27 7 4 5 9 29 24 3 19 13 2 11 26 6 28 25 15 30 16 23 12 10 21 14 20 18 32 22 8 17 31,1019.0,1019.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,300,1.0,,2.20965,"[1564.0, 1564.0, 1564.0, 1414.0, 1414.0, 1374.0, 1374.0, 1374.0, 1374.0, 1374.0, 1328.0, 1328.0, 1328.0, 1328.0, 1295.0, 1295.0, 1295.0, 1283.0, 1283.0, 1239.0, 1239.0, 1239.0, 1239.0, 1239.0, 1239.0, 1239.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1214.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1212.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1188.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1181.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1129.0, 1111.0, 1111.0, 1111.0, 1111.0, 1111.0, 1111.0, 1111.0, 1111.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1096.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1038.0, 1027.0, 1027.0, 1027.0, 1027.0, 1027.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1022.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0, 1019.0]",1,A-n32-k5.vrp,287,GA,data/vrp/A-n32-k5.vrp
True,32 20 18 7 15 25 29 5 19 9 12 23 30 26 28 24 3 4 14 22 27 31 13 10 16 11 6 21 2 8 17,1064.0,1064.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,300,1.0,,2.20856,"[1693.0, 1693.0, 1485.0, 1485.0, 1485.0, 1485.0, 1459.0, 1459.0, 1459.0, 1455.0, 1415.0, 1415.0, 1415.0, 1358.0, 1358.0, 1358.0, 1338.0, 1338.0, 1257.0, 1257.0, 1257.0, 1253.0, 1253.0, 1253.0, 1253.0, 1253.0, 1229.0, 1229.0, 1229.0, 1229.0, 1229.0, 1222.0, 1212.0, 1212.0, 1212.0, 1211.0, 1211.0, 1186.0, 1186.0, 1186.0, 1186.0, 1186.0, 1186.0, 1186.0, 1186.0, 1183.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1162.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1159.0, 1137.0, 1137.0, 1137.0, 1137.0, 1137.0, 1137.0, 1137.0, 1137.0, 1137.0, 1137.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1129.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1124.0, 1115.0, 1115.0, 1115.0, 1115.0, 1115.0, 1115.0, 1115.0, 1115.0, 1115.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1069.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1068.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0]",2,A-n32-k5.vrp,261,GA,data/vrp/A-n32-k5.vrp
True,3 29 9 5 12 23 10 19 17 14 20 2 13 21 26 6 28 15 31 8 27 7 18 22 32 4 24 30 16 11 25,1062.0,1062.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,300,1.0,,2.214817,"[1686.0, 1686.0, 1648.0, 1648.0, 1626.0, 1626.0, 1473.0, 1473.0, 1473.0, 1473.0, 1473.0, 1473.0, 1473.0, 1473.0, 1468.0, 1468.0, 1410.0, 1410.0, 1358.0, 1351.0, 1337.0, 1322.0, 1321.0, 1321.0, 1321.0, 1321.0, 1321.0, 1321.0, 1321.0, 1314.0, 1314.0, 1314.0, 1308.0, 1308.0, 1308.0, 1308.0, 1308.0, 1308.0, 1308.0, 1308.0, 1297.0, 1297.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1283.0, 1275.0, 1275.0, 1275.0, 1275.0, 1275.0, 1275.0, 1270.0, 1270.0, 1270.0, 1262.0, 1232.0, 1227.0, 1217.0, 1212.0, 1212.0, 1193.0, 1190.0, 1190.0, 1184.0, 1184.0, 1184.0, 1184.0, 1184.0, 1176.0, 1176.0, 1176.0, 1176.0, 1171.0, 1169.0, 1164.0, 1164.0, 1164.0, 1164.0, 1164.0, 1164.0, 1164.0, 1161.0, 1161.0, 1161.0, 1161.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1146.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1142.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1104.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1102.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1075.0, 1075.0, 1075.0, 1075.0, 1075.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1072.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1064.0, 1062.0]",3,A-n32-k5.vrp,300,GA,data/vrp/A-n32-k5.vrp
True,3 24 10 9 12 5 29 8 14 20 32 22 13 25 15 17 7 4 18 27 28 23 19 30 16 21 6 26 11 2 31,1094.0,1094.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,300,1.0,,2.279425,"[1672.0, 1672.0, 1607.0, 1549.0, 1549.0, 1389.0, 1296.0, 1296.0, 1296.0, 1296.0, 1296.0, 1206.0, 1206.0, 1206.0, 1206.0, 1206.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1201.0, 1193.0, 1193.0, 1193.0, 1193.0, 1193.0, 1193.0, 1193.0, 1193.0, 1193.0, 1184.0, 1184.0, 1184.0, 1176.0, 1176.0, 1175.0, 1175.0, 1175.0, 1175.0, 1171.0, 1171.0, 1171.0, 1171.0, 1171.0, 1171.0, 1171.0, 1171.0, 1167.0, 1167.0, 1167.0, 1167.0, 1167.0, 1167.0, 1167.0, 1167.0, 1167.0, 1163.0, 1163.0, 1163.0, 1161.0, 1161.0, 1161.0, 1161.0, 1161.0, 1157.0, 1157.0, 1157.0, 1157.0, 1157.0, 1157.0, 1157.0, 1157.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1154.0, 1148.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1134.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1132.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1118.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1100.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0, 1094.0]",4,A-n32-k5.vrp,273,GA,data/vrp/A-n32-k5.vrp
